id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,occupancy_rate,estimated_monthly_revenue
49809242,"Belmont-Hillsboro Hideaway: Walk 12 South, Belmont",42325063,District 18,36.11991,-86.80077,Entire home/apt,127.0,2,135,2.78,232,0.09266666666666666,227.52755555555552
49815530,The Napping House - Delightful 12 South Guesthouse,93934732,District 18,36.13208,-86.789,Entire home/apt,119.0,1,155,3.31,214,0.11033333333333334,234.14572222222222
49837666,"11 Beds, 6 Baths, and a Stunning Rooftop Deck!",319913,District 5,36.17858124,-86.75853729,Entire home/apt,338.0,2,30,0.61,305,0.02033333333333333,174.68027777777777
49861878,Tiny House Hotel in East Nashville | Suite I,400448120,District 6,36.1855,-86.72598,Entire home/apt,161.0,1,85,1.79,364,0.059666666666666666,291.3921111111111
49862502,Mural House Hostel-Secure Wifi-Busline,26863205,District 8,36.21563,-86.73016,Private room,41.0,30,15,0.32,73,0.010666666666666666,2.6604444444444444
49862753,Tiny House Hotel in East Nashville | Suite K,400448120,District 6,36.18695,-86.72456,Entire home/apt,152.0,1,109,2.29,352,0.07633333333333334,340.3448888888889
49862954,Tiny House Hotel in East Nashville | Suite P,400448120,District 6,36.18712,-86.72658,Entire home/apt,161.0,1,81,1.7,362,0.056666666666666664,275.22055555555556
49865502,Casa Paradisa • Rooftop Fire Pit • Skyline Views,21015944,District 19,36.17174,-86.797,Entire home/apt,,1,34,0.68,293,0.02266666666666667,
49876691,"~Modern & Bright~ 5min to Broadway, keyless, 3Flrs",88959664,District 2,36.18665,-86.80396,Entire home/apt,190.0,2,137,2.88,160,0.096,243.20000000000002
49880977,NEWLY RENOVATED! Vibrant Exciting Nash Condo+ Pool,133757060,District 17,36.1262,-86.77909,Entire home/apt,103.0,1,274,6.16,107,0.20533333333333334,188.58155555555555
49882275,Sojourners Haven - 2 MI to Downtown & Broadway,187200206,District 5,36.17831,-86.75839,Entire home/apt,,2,49,1.06,169,0.035333333333333335,
49898377,H18 / Rooftop w/ View / 9 Min Downtown Broadway,260899725,District 2,36.23054,-86.7718,Entire home/apt,284.0,3,5,0.1,319,0.0033333333333333335,25.165555555555557
49899194,"Getaway | Mins to Downtown, Airport,BBQ & Backyard",94244401,District 20,36.16434,-86.87255,Entire home/apt,137.0,2,92,3.94,153,0.13133333333333333,229.4065
49902333,Tiny House Hotel Takeover in East Nashville,400448120,District 6,36.18554,-86.72478,Entire home/apt,,1,6,0.13,355,0.004333333333333333,
49904156,H16 ~ 4 Private Suites ~ Rooftop ~ 4 Mi Downtown,260899725,District 2,36.23054,-86.7718,Entire home/apt,266.0,3,10,0.21,329,0.007,51.04983333333334
49920654,Quiet & Stylish 2BD East Nash House,43197563,District 5,36.17818,-86.75666,Entire home/apt,296.0,2,69,1.68,233,0.056,321.8506666666667
49922223,Skyline Views From Shelby!,126174,District 6,36.1696,-86.75481,Entire home/apt,,30,1,0.03,172,0.001,
49945924,Walk to Downtown-Pool-FREE Park-Wild About Nash II,195981149,District 19,36.15489,-86.77541,Entire home/apt,146.0,1,227,4.66,253,0.15533333333333335,478.1418888888889
49947920,Summer Rooftop Views Near Nissan Stadium,2442207,District 5,36.2008612,-86.7541099,Entire home/apt,221.0,1,110,2.24,335,0.07466666666666667,460.6622222222223
49949997,"Private Nashville Haven - Minutes to Broadway, BNA",31039895,District 15,36.17548751831055,-86.6936264038086,Entire home/apt,84.0,3,144,2.97,337,0.099,233.541
49969190,X30+DaysNashvilleOprylandAreaDonelson: Hawthorn,291868278,District 15,36.23354,-86.69221,Entire home/apt,,30,2,0.06,0,0.002,
49984711,Modern oasis: near everything but away from it all,21231666,District 6,36.17994,-86.74769,Entire home/apt,172.0,2,162,3.28,260,0.10933333333333332,407.44888888888886
50008391,Peaceful Ingleside Hideaway w/ Rooftop Terrace,403320702,District 7,36.19429,-86.72287,Entire home/apt,131.0,2,232,4.93,210,0.16433333333333333,376.7341666666667
50051904,Sonder at Village 21 | Spacious 2BR w/ Balcony,224851351,District 18,36.13694,-86.80148,Entire home/apt,277.0,1,840,17.02,330,0.5673333333333334,4321.661666666667
50070063,Salt in the City:Serene Downtown Nashville  Escape,65528795,District 19,36.1715087890625,-86.79227447509766,Entire home/apt,,2,57,1.19,313,0.03966666666666666,
50086080,Music City Retreat | King Suite & Rooftop Deck!’,208055884,District 8,36.24314,-86.7368,Entire home/apt,298.0,2,61,1.29,14,0.043000000000000003,14.949666666666669
50091210,Nashville Getaway Downtown Studio Deluxe,372469629,District 19,36.15443,-86.77674,Entire home/apt,,2,0,,90,0.5,
50098378,Nice 3bdrm  near  airport & downtown Nashville,403152269,District 13,36.14073,-86.63844,Entire home/apt,,28,4,0.09,0,0.003,
50103650,5 min Uber to downtown - 2 car gargage - Rooftop,335977682,District 17,36.137939453125,-86.78760528564453,Entire home/apt,141.0,2,49,1.06,341,0.035333333333333335,141.57183333333333
50104041,Gorgeous Nashville Home-2 Miles to Lower Broadway,335977682,District 17,36.1452751159668,-86.78024291992188,Entire home/apt,173.0,2,131,2.74,357,0.09133333333333334,470.06983333333335
50117988,Interns Welcome! Extended stay in Nashville!,26863205,District 8,36.21515,-86.73158,Private room,52.0,30,13,0.27,339,0.009000000000000001,13.221000000000002
50118568,★ ★ ★ ★ ★ ROOFTOP 4BD//4BA  Modern Surf House,38703620,District 5,36.19466,-86.76281,Entire home/apt,,2,133,2.71,307,0.09033333333333333,
50136696,"Spacious Nashville Home, Close to Belmont, Rooftop",335977682,District 17,36.13661,-86.79042,Entire home/apt,210.0,2,162,3.49,351,0.11633333333333334,714.5775000000001
50138513,Harmony One / Combo Listing of Two 4BR Units,260899725,District 2,36.23054,-86.77181,Entire home/apt,573.0,3,11,0.35,317,0.011666666666666665,176.59541666666664
50139899,Tiny home/big Nashville IDEAL FOR LONGER STAYS! 30,220961530,District 21,36.17876,-86.80531,Entire home/apt,67.0,30,29,0.59,301,0.019666666666666666,33.051472222222216
50147272,Minutes to Broadway and Five Points! 12 beds!,385395880,District 5,36.17719,-86.7574,Entire home/apt,182.0,1,67,1.42,307,0.04733333333333333,220.39188888888884
50147737,Bach Party Headquarters - Huge Home!,385395880,District 5,36.17757,-86.75741,Entire home/apt,178.0,1,48,1.01,308,0.033666666666666664,153.81177777777776
50157733,Grace Note 1 BDR Nashville Condo,175249713,District 18,36.13704,-86.79729,Entire home/apt,153.0,2,229,4.94,327,0.16466666666666668,686.5365
50166153,Germantown Condo - Walk to Broadway + Free Parking,189357135,District 19,36.174534,-86.781265,Entire home/apt,165.0,2,101,2.19,310,0.073,311.16249999999997
50177888,Wisteria: Prime Location in 12South | Walkable,67994775,District 18,36.12589,-86.79296,Entire home/apt,285.0,2,100,2.04,194,0.068,313.31
50180281,Spectacular Double Rooftop Home 7 Mins to Broadway,335977682,District 21,36.15549087524414,-86.81950378417969,Entire home/apt,151.0,2,124,2.56,348,0.08533333333333333,373.67466666666667
50189121,Dolly's Music Row Apt! Historic/Walkable Location!,60934272,District 19,36.14785,-86.79393,Entire home/apt,136.0,2,177,3.61,343,0.12033333333333333,467.77577777777776
50189228,Music Row Apt • Central Location • Near Downtown!,60934272,District 19,36.14785,-86.79393,Entire home/apt,,2,174,3.56,327,0.11866666666666667,
50190976,The Happy Hostel-On Bus line Near Downtown!,26863205,District 8,36.21399,-86.73175,Private room,,30,14,0.29,322,0.009666666666666665,
50194230,WeHo 3 Stry Townhome w/ Roof Deck 8 mins to BRDWY!,15586733,District 17,36.141796,-86.7686,Entire home/apt,158.0,1,252,5.45,322,0.18166666666666667,770.206111111111
50197417,"Chic Modern Nashville Condo * Pool, Patio, Parking",405148297,District 17,36.1467,-86.78172,Entire home/apt,164.0,1,197,4.03,342,0.13433333333333333,627.874
50214932,Half of Duplex 2 Blocks from Hadley Park,388056808,District 21,36.16306,-86.82624,Entire home/apt,,1,23,0.51,321,0.017,
50221862,Luxury Private Suite 1.5 mi to Broadway,65937868,District 21,36.17658,-86.80583,Entire home/apt,156.0,1,185,3.8,84,0.12666666666666665,138.32
50227608,Charming home|Buchanan Arts District|Near Broadway,92200178,District 21,36.18105,-86.80561,Entire home/apt,181.0,1,113,2.36,364,0.07866666666666666,431.9062222222222
50241812,"HUGE Estate - Great for Groups: Pool, Hot Tub, Fun",405604654,District 4,36.04956,-86.76865,Entire home/apt,1170.0,2,14,0.35,194,0.011666666666666665,220.67499999999998
50263861,The Commodore - Steps Away from Hillsboro Village,85360355,District 17,36.13866,-86.79881,Entire home/apt,99.0,1,123,2.56,314,0.08533333333333333,221.05599999999998
50264707,East Nashville Oasis,208704857,District 6,36.18317,-86.73485,Entire home/apt,,2,180,3.96,237,0.132,
50270027,Rooftop Skyline Views - Private Hot Tub - Fire pit,335977682,District 5,36.19515228271485,-86.77385711669922,Entire home/apt,134.0,2,74,1.59,340,0.053000000000000005,201.22333333333336
50278673,Trendy Apt on Music Row!  Walk to Dozens of Bars,60934272,District 19,36.14785,-86.79393,Entire home/apt,,2,125,2.57,354,0.08566666666666665,
50284842,"The Jolene – Rooftop w/ Firepit, Close to 12 South",1542713,District 17,36.13653,-86.78775,Entire home/apt,270.0,2,142,2.93,328,0.09766666666666667,720.78
50289185,The Gambler - Pool Table + Rooftop with Firepit,1542713,District 17,36.13653,-86.78775,Entire home/apt,279.0,2,149,3.07,327,0.10233333333333333,778.0147499999999
50305700,2 BR Treetop Bungalow in the heart of 12th South,139161269,District 17,36.12307,-86.78836,Entire home/apt,123.0,2,145,3.08,111,0.10266666666666667,116.809
50309819,Side by Side Era Houses - Hot tubs - Rooftop views,335977682,District 5,36.19515228271485,-86.77385711669922,Entire home/apt,277.0,2,9,0.19,315,0.006333333333333333,46.051249999999996
50331458,Spacious Home in Nashville - 2mi to Lower Broadway,335977682,District 17,36.13818740844727,-86.78767395019531,Entire home/apt,149.0,2,95,2.0,346,0.06666666666666667,286.41111111111104
50358758,The Cozy Cottage and The Coop,188311803,District 26,36.08376,-86.73441,Entire home/apt,,2,203,4.38,135,0.146,
50363572,"Stylish Scovel Row, Close to Broadway Rooftop View",335977682,District 19,36.17263412475586,-86.79749298095703,Entire home/apt,166.0,2,122,2.58,336,0.08600000000000001,399.728
50364221,Farmhouse | The Nations | King Bed & Backyard Deck,251654009,District 20,36.15622,-86.84127,Entire home/apt,457.0,2,98,2.58,95,0.08600000000000001,311.1408333333334
50366077,"Home in the Middle of Vandy, Belmont & Music Row",51184511,District 17,36.13825,-86.79587,Entire home/apt,,3,15,0.32,359,0.010666666666666666,
50375746,Downtown Eastside,26863205,District 8,36.21577,-86.73039,Private room,42.0,30,7,0.15,310,0.005,5.425
50381041,Top Floor City Living 1BR w/ Rooftop Deck!,126174,District 6,36.1733,-86.76408,Entire home/apt,,30,0,,136,0.5,
50395220,Gated Home close to Downtown Nashville and airport,24007959,District 5,36.20658,-86.76549,Entire home/apt,150.0,2,66,1.39,331,0.04633333333333333,191.70416666666665
50415165,The Rosedale Retreat Next to Geodis Park,134708278,District 17,36.12359,-86.76113,Entire home/apt,,3,61,1.28,316,0.042666666666666665,
50420571,Beautiful & Spacious Modern Home in Nashville!,407344915,District 20,36.15769,-86.85152,Entire home/apt,,2,34,0.7,163,0.02333333333333333,
50422661,"Gorgeous Nashville Home, 2miles to Lower Broadway",335977682,District 17,36.14491653442383,-86.78419494628906,Entire home/apt,191.0,2,94,2.02,306,0.06733333333333333,327.947
50423435,Modern 1 Bedroom Suite - Nashville / Brentwood,115593369,District 27,36.05219,-86.72203,Entire home/apt,135.0,2,37,1.87,353,0.06233333333333334,247.54125000000002
50423798,Gorgeous Nashville Home-Minutes to Lower Broadway,335977682,District 17,36.14482116699219,-86.78489685058594,Entire home/apt,144.0,2,148,3.1,344,0.10333333333333333,426.56
50425378,"The Vibe in East Nashville | Brand New 3BR, Minute",369882254,District 5,36.20363235473633,-86.7418441772461,Entire home/apt,,3,62,1.28,156,0.042666666666666665,
50437316,Luxury Nashville Home 2 Miles to Honky Tonks,335977682,District 17,36.145145416259766,-86.7859115600586,Entire home/apt,237.0,2,143,3.23,319,0.10766666666666666,678.3269166666666
50437387,Amazing 12S  location! 5 min to downtown & Gulch,76034601,District 17,36.13611,-86.78803,Entire home/apt,150.0,30,11,0.24,153,0.008,15.3
50437566,"Stunning Rooftop Views, 1 min to Gulch, Safe",335977682,District 17,36.14508056640625,-86.7851333618164,Entire home/apt,192.0,2,133,2.81,351,0.09366666666666666,526.0319999999999
50437860,Gorgeous Nashville Home - 1 Mile to Honky Tonks,335977682,District 17,36.14501953125,-86.78408813476562,Entire home/apt,174.0,2,146,3.08,338,0.10266666666666667,503.1693333333333
50440738,Two Nashville Homes - Accommodates 24 Guests,335977682,District 17,36.137939453125,-86.78760528564453,Entire home/apt,,2,61,1.28,340,0.042666666666666665,
50440855,"Modern Luxury! Hot Tub,Mini Golf,Elevator,Views",407199764,District 5,36.1957402,-86.7742411,Entire home/apt,590.0,2,93,1.92,286,0.064,899.9466666666666
50441425,Charming Germantown Retreat | Private Backyard,101426897,District 19,36.17055,-86.79586,Entire home/apt,,2,121,2.52,172,0.084,
50441807,"New Nashville Condo with 2 King beds, walk to bars",407199764,District 8,36.209431,-86.734573,Entire home/apt,115.0,1,130,2.72,348,0.09066666666666667,302.37333333333333
50466272,2 Miles to Lower Broadway-Close to Honky Tonks,335977682,District 17,36.137943267822266,-86.7876968383789,Entire home/apt,128.0,2,54,1.21,342,0.04033333333333333,147.136
50470546,Sweet Beat by ES | 4/4 | 13 Beds | Rooftop | HUGE,300633585,District 5,36.20149,-86.75593,Entire home/apt,,2,122,2.52,328,0.084,
50470801,The Six1five by ES- 4/4 8 Beds- Rooftop Huge Space,300633585,District 21,36.15583,-86.8177,Entire home/apt,,2,130,2.7,338,0.09000000000000001,
50486022,12S ~ Walk to Gulch / 2 Miles to Broadway / 8 Beds,260899725,District 17,36.138393,-86.787613,Entire home/apt,,3,58,1.21,295,0.04033333333333333,
50501762,Unique and Cozy 2 level guesthouse. Free parking!,163459327,District 10,36.31226,-86.71103,Entire home/apt,51.0,20,6,0.14,291,0.004666666666666667,5.7715000000000005
50516294,Incredible Midtown Luxury 1 bedroom,17017751,District 21,36.1517,-86.80122,Entire home/apt,140.0,30,4,0.09,327,0.003,11.445
50542497,Cma Awards  1br Rental 12 ml to Bridgestone Arena,30276300,District 15,36.22078,-86.70384,Entire home/apt,,4,0,,90,0.5,
50548857,Luxury Downtown Townhome - Elevated Skyline Views,101426897,District 21,36.15596,-86.81662,Entire home/apt,,2,75,1.55,279,0.051666666666666666,
50573472,Amazing 2 Bd 4th floor condo w/ spectacular views!,126174,District 6,36.17241,-86.76401,Entire home/apt,,1,1,0.07,180,0.0023333333333333335,
50587698,Nashville 1 Bedroom Condo,225597185,District 15,36.21936,-86.70406,Entire home/apt,175.0,3,0,,173,0.5,1261.4583333333333
50594655,★Hip 1BD Condo ★ Urban Village ★ near WeHo ★,4365297,District 17,36.13492,-86.75653,Entire home/apt,159.0,1,175,3.71,361,0.12366666666666666,591.5285833333334
50613177,Cottage in Charming East Nashville Neighborhood!,344210,District 6,36.16704,-86.73643,Entire home/apt,,2,119,2.47,194,0.08233333333333334,
50618540,WeHo#2 - 3 Stry Townhome w/ Balcony Walkable!,15586733,District 17,36.141796,-86.7686,Entire home/apt,157.0,1,195,4.21,348,0.14033333333333334,638.9376666666667
50619102,Modern DT Retreat: Stylish 1BR Apt w Urban Charm,408973662,District 5,36.17978,-86.7712,Entire home/apt,145.0,2,166,3.53,254,0.11766666666666666,361.1386111111111
50621214,"Walk to Broadway, Stadiums + Museum • Free Parking",408996496,District 19,36.15405,-86.7748,Entire home/apt,,1,211,4.4,110,0.14666666666666667,
50621225,Nashville Cozy Home on Northside (monthly stays),347332619,District 2,36.22204,-86.81095,Private room,,30,19,0.39,322,0.013000000000000001,
50621895,Charming Nashville Retreat with Rooftop Deck,6675690,District 19,36.1676238,-86.7975719,Entire home/apt,,3,93,1.96,341,0.06533333333333333,
50640636,Downtown Nashville Luxe Retreat with Views,6675690,District 19,36.16933441162109,-86.80133819580078,Entire home/apt,235.0,3,61,1.28,354,0.042666666666666665,295.78666666666663
50641124,Luxurious Condo Near Vanderbilt and Downtown,6675690,District 21,36.142681,-86.820447,Entire home/apt,170.0,3,122,2.58,339,0.08600000000000001,413.01500000000004
50644468,Brand New Build! Rooftop Deck - 1 Mile to Downtown,409200299,District 19,36.16991,-86.79903,Entire home/apt,303.0,2,206,4.28,293,0.14266666666666666,1055.4836666666667
50644744,SpaciousMinstoDowntown/4BR4BA/2CarGarage/Sleeps12/,409203244,District 2,36.1934,-86.77859,Entire home/apt,217.0,3,136,2.84,313,0.09466666666666666,535.8212222222222
50644912,Historic Home In 5 Points / 2 Miles to Downtown!,409205004,District 6,36.17792,-86.74884,Entire home/apt,,2,179,3.92,307,0.13066666666666665,
50645987,Brand New Mins to Downtown 4BR/2CarGarage/Sleeps12,409203244,District 2,36.19469,-86.77774,Entire home/apt,191.0,3,124,2.57,317,0.08566666666666665,432.23830555555554
50654101,*NEW* Condo! 20 min to DT | Pet Friendly,232378058,District 31,36.00993,-86.69779,Entire home/apt,79.0,30,4,0.12,240,0.004,6.32
50663099,The Sky Loft - Skyline Views / 3 Miles to Downtown,216807078,District 2,36.19654,-86.77828,Entire home/apt,152.0,3,92,1.95,134,0.065,110.32666666666667
50675716,West Nashville Nations Home close to downtown.,397230859,District 20,36.16739,-86.86437,Entire home/apt,192.0,2,77,1.6,332,0.05333333333333334,283.3066666666667
50734723,"The View at City Heights | Mins to Broadway, Vandy",369882254,District 21,36.15561,-86.81934,Entire home/apt,,3,76,1.57,113,0.052333333333333336,
50746670,Spacious Mid Century Modern East Nashville Home,203479621,District 7,36.20122,-86.73481,Entire home/apt,,30,9,0.24,365,0.008,
50747977,Above Nashville 12 South | Pool&Spa | 12 Beds| Lar,210733801,District 17,36.120867,-86.78869,Entire home/apt,,1,5,0.21,332,0.007,
50752587,Germantown Retreat with Rooftop Patio,6675690,District 19,36.1797334,-86.78702779999999,Entire home/apt,287.0,2,152,3.2,335,0.10666666666666667,854.6222222222224
50753181,Modern 2bd/2ba with amazing views of the 'Ville,75976280,District 8,36.22288,-86.76067,Entire home/apt,149.0,2,66,1.49,140,0.049666666666666665,86.33722222222221
50753221,"Large Month-to-Month, Queen Bed, Close to Airport",18876520,District 29,36.09387,-86.63597,Private room,33.0,30,32,0.69,181,0.023,11.44825
50766617,"Great bed, large room, Irish Pub, WiFi, Pool!",380927421,District 15,36.13574,-86.72418,Private room,84.0,1,175,3.63,142,0.121,120.274
50769417,Huge Roof Deck with Games!  10 Mins To Broadway,38613171,District 5,36.200863,-86.754112,Entire home/apt,225.0,2,181,3.79,312,0.12633333333333333,739.05
50770018,Music City Garage Home. Welcome. Bienvenidos.,410300244,District 29,36.08752,-86.625,Entire home/apt,79.0,1,226,4.71,197,0.157,203.6159166666667
50772179,New! ADORABLE COZY WALKABLE in heart of 12 South!,410319476,District 17,36.12077,-86.78924,Entire home/apt,194.0,3,96,2.02,307,0.06733333333333333,334.1865555555555
50773227,"Historic Edgefield Studio, walk to Five Points",93041478,District 6,36.17233,-86.7567,Entire home/apt,,30,0,,270,0.5,
50776042,Bamboo Nights Experience,2005724,District 5,36.20636,-86.76715,Entire home/apt,122.0,4,61,1.28,151,0.042666666666666665,65.50044444444444
50793104,1 Bedroom Unit Nashville,225597185,District 15,36.21955,-86.70428,Entire home/apt,160.0,3,5,0.11,80,0.0036666666666666666,3.9111111111111114
50794297,Beautiful Luxury Renovation|5 minutes to Downtown,276892829,District 5,36.1786809,-86.7575593,Entire home/apt,309.0,1,52,1.09,326,0.036333333333333336,305.0001666666667
50794310,Two Neighboring Luxury Townhomes| Near Five Points,276892829,District 5,36.1786809,-86.7575593,Entire home/apt,559.0,1,56,1.23,318,0.041,607.3535
50795864,McCreery by AvantStay | Spacious Nashville Home,338667310,District 5,36.201492,-86.751579,Entire home/apt,120.0,1,42,0.88,288,0.029333333333333333,84.48
50805506,Luxury Downtown Home with Rooftop Deck,115505661,District 2,36.20447,-86.81742,Entire home/apt,163.0,2,116,2.43,358,0.081,393.8895
50809232,Modern East Nashville Townhome | Prime Location,101426897,District 5,36.17829,-86.75787,Entire home/apt,212.0,2,112,2.34,168,0.078,231.504
50812495,"Cute, Cozy, Private 3 bedroom West Nashville House",79891552,District 20,36.15094,-86.87531,Entire home/apt,135.0,30,1,0.05,180,0.0016666666666666668,3.375
50821105,Spectacular Southern Hospitality Stay in Nashville,182483469,District 26,36.05734,-86.75911,Entire home/apt,134.0,2,76,1.61,146,0.05366666666666667,87.49455555555555
50824108,2bed/2bth Condo - 1mile to Vanderbilt U & Broadway,30992563,District 21,36.15486,-86.79977,Entire home/apt,69.0,30,9,0.28,155,0.009333333333333334,8.318333333333333
50854959,"LOFT LULA 'NORTH' in Nashville, TN",225949486,District 8,36.24294,-86.73824,Entire home/apt,80.0,1,125,2.62,363,0.08733333333333333,211.34666666666666
50868777,Private House Mins from Broadway/Downtown/Titans,2780105,District 5,36.20482,-86.76494,Entire home/apt,201.0,30,50,1.12,365,0.037333333333333336,228.2466666666667
50889488,Amazing Luxurious One Bed in Heart of Nashville!,391945218,District 19,36.15046,-86.79939,Entire home/apt,,31,0,,89,0.5,
50897975,Wyndham Nashville Resort | 1BR/1BA King Bed Suite,411546857,District 15,36.2179609,-86.7037337,Entire home/apt,,2,8,0.17,350,0.005666666666666667,
50900388,2 Bed Room Home Located 10 Minutes from Broadway,411392756,District 16,36.10789,-86.74652,Entire home/apt,,1,107,2.73,88,0.091,
50913533,Nashville Condo -- Walking Distance to The Gulch,279000737,District 19,36.14826,-86.77988,Entire home/apt,191.0,3,69,1.47,326,0.049,254.25283333333337
50916161,WeHo#3 - 3 Stry Townhome w/ Balcony Walkable!,15586733,District 17,36.141796,-86.7686,Entire home/apt,150.0,1,174,3.85,354,0.12833333333333333,567.875
50916580,WeHo#4 - 3 Stry Townhome w/ Roof Deck Walkable!,15586733,District 17,36.141796,-86.7686,Entire home/apt,150.0,1,226,4.85,342,0.16166666666666665,691.1249999999999
50936711,"Nashville Mega House! Pool, Hot Tub, Sleeps 20",285748255,District 5,36.19399027763776,-86.77396165970207,Entire home/apt,,3,17,0.39,309,0.013000000000000001,
50937278,Eclectic 4BR Cottage~Office~Arcade~Fire pit~9MinDT,246468510,District 21,36.1795811,-86.8217791,Entire home/apt,,180,24,0.93,0,0.031000000000000003,
50998631,"Charming *New* 3br/2.5ba House, Downtown Nashville",136119162,District 17,36.12178,-86.75367,Entire home/apt,116.0,30,13,0.28,256,0.009333333333333334,23.096888888888888
51024423,4BR | Balcony | Garage Parking | W/D,121534901,District 5,36.19389,-86.75603,Entire home/apt,,2,23,0.48,365,0.016,
51034619,"**Renovated Hotel with Free Parking, WIFI, Gym!**",380927421,District 15,36.13668,-86.72427,Private room,86.0,1,82,1.72,142,0.05733333333333333,58.346222222222224
51040311,Downtown (Belmont)｜4 story/3 Kings & Rooftop Deck!,269786762,District 17,36.1368522644043,-86.79032135009766,Entire home/apt,305.0,3,111,2.32,312,0.07733333333333332,613.2533333333332
51065703,Walkable to so much in E. Nashville!,127444298,District 6,36.18729,-86.74626,Entire home/apt,239.0,2,66,1.41,257,0.047,240.5734166666667
51071597,Hotel Nashville,45692375,District 21,36.18154,-86.8223,Entire home/apt,,1,26,0.57,0,0.019,
51086566,Immaculate Gulch home w/ stunning downtown views!,1618127,District 17,36.144866943359375,-86.78532409667969,Entire home/apt,505.0,3,125,2.64,191,0.08800000000000001,707.3366666666667
51092209,Near Vanderbilt | Close to Broadway & Honky Tonks,335977682,District 21,36.14470291137695,-86.8184814453125,Entire home/apt,168.0,2,69,1.46,356,0.048666666666666664,242.55466666666666
51117438,Cottage w/ NEW Hot Tub 1.5 miles to Broadway,180293578,District 19,36.17827,-86.79017,Entire home/apt,,4,141,3.07,106,0.10233333333333333,
51163964,Urban Oasis | Cozy & Stylish | Pool Access,101426897,District 17,36.1262,-86.77968,Entire home/apt,,2,87,1.85,168,0.06166666666666667,
51167265,"XL home for friends, fam & biz 5 mins —> Broadway",43152119,District 2,36.18762,-86.80305,Entire home/apt,224.0,1,116,2.5,158,0.08333333333333333,245.77777777777774
51169872,Premium Downtown Property! Amazing Rooftop 14 Beds,115505661,District 17,36.14489,-86.78523,Entire home/apt,197.0,2,223,4.7,329,0.15666666666666668,846.1697222222224
51178488,Music City Get Away ~ 10 mins from Broadway,214687371,District 13,36.1261,-86.63701,Entire home/apt,157.0,4,98,2.07,61,0.06899999999999999,55.06774999999999
51187513,Stylish Retreat | Rooftop Deck | Walk Everywhere,101426897,District 17,36.13755798339844,-86.79785919189453,Entire home/apt,332.0,2,96,2.03,180,0.06766666666666667,336.98
51188144,The Couple's Retreat - relax minutes from Downtown,25573046,District 6,36.17251,-86.72284,Entire home/apt,142.0,2,119,2.97,132,0.099,154.638
51197605,BEST SKYLINE Nashville MODERN Home. 5 min to DT,243358470,District 2,36.19576,-86.7799,Entire home/apt,449.0,2,90,1.92,246,0.064,589.088
51211429,Dolly • Johnny • Willie Inspired Home • 5min to DT,518427946,District 21,36.163333892822266,-86.80458068847656,Entire home/apt,293.0,2,82,1.74,360,0.058,509.82000000000005
51212272,City Farmhouse Bnb 🙌🏼 5 minutes from Downtown! 🌆,118590369,District 5,36.1811,-86.77103,Entire home/apt,111.0,1,220,4.8,346,0.16,512.08
51214428,Neon Nashville!  5 min to Broadway •Walk 2 dining!,88959664,District 5,36.18386,-86.77179,Entire home/apt,179.0,2,176,3.7,326,0.12333333333333334,599.7494444444445
51224235,8 min to DT★New★E.Nash Home. 4bd/4ba 15min to BNA,165013491,District 6,36.18977,-86.7437,Entire home/apt,,2,151,3.19,312,0.10633333333333334,
51253055,"Wildflower: All with En-Suite Bath, TV & Blackout",67994775,District 2,36.18653,-86.8153,Entire home/apt,232.0,2,117,2.47,233,0.08233333333333334,370.88422222222226
51282974,NEW East Nashville Townhouse - Close to downtown,7656854,District 5,36.19523,-86.75504,Entire home/apt,,2,65,1.85,238,0.06166666666666667,
51285184,"Wonderful, renovated hotel room, Parking, WIFI",380927421,District 15,36.13707,-86.72406,Private room,,1,71,1.5,144,0.05,
51309160,HotTub & Balcony Bar! Sleep 12! 8min to Broadway!,415535365,District 5,36.19622,-86.77455,Entire home/apt,180.0,1,145,3.15,334,0.105,526.05
51321919,Luxurious East Nashville Room | Private Entrance,278077008,District 6,36.17532,-86.75843,Private room,86.0,3,160,3.43,235,0.11433333333333334,192.55638888888888
51323781,"""The Cozy Castle"" centrally located to everything!",126981617,District 13,36.13774,-86.70019,Entire home/apt,140.0,2,42,1.07,12,0.035666666666666666,4.993333333333333
51344964,Couple Townhome Getaway near East Nashville,388056808,District 5,36.20116,-86.75216,Entire home/apt,96.0,1,36,0.77,312,0.025666666666666667,64.06400000000001
51366048,Stunning 4BR Gulch Home w/16 Beds! Skyline Views!,115505661,District 17,36.14489,-86.78532,Entire home/apt,206.0,2,231,4.9,330,0.16333333333333336,925.2833333333335
51366091,"Big Cozy House, 3 mi to Downtown, Outdoor Fire Pit",416033925,District 5,36.19649887,-86.75309753,Entire home/apt,266.0,1,123,2.72,303,0.09066666666666667,608.9626666666667
51378876,Fabulous new three bedroom townhouse near airport,202435770,District 13,36.13838,-86.70073,Entire home/apt,174.0,1,254,6.02,307,0.20066666666666666,893.2676666666666
51390113,Rooftop Garden Oasis close to Downtown,129061330,District 5,36.19687,-86.75616,Entire home/apt,,1,191,4.42,0,0.14733333333333334,
51400706,Dolly Apt on Music Row,60934272,District 19,36.14533,-86.7944,Entire home/apt,139.0,2,149,3.16,362,0.10533333333333333,441.68022222222226
